antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'acousticness_discretize=low_acousticness', 'duration_ms_descretize=medium_duration', 'liveness_discretize=low_liveness', 'loudness_discretize=high_loudness', 'danceability_discretize=medium_danceability', 'mode_discretize=major', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.05217391304347826,0.3490683229813665,0.02732919254658385,0.5238095238095238,1.5005931198102016,1.0,0.009116932217121253,1.3669565217391304,0.35195996663886575,0.07308970099667773,0.26844783715012727,0.3010506693780715
"frozenset({'acousticness_discretize=low_acousticness', 'duration_ms_descretize=medium_duration', 'liveness_discretize=low_liveness', 'danceability_discretize=medium_danceability', 'mode_discretize=major', 'instrumentalness_discretize=low_instrumentalness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.04989648033126294,0.3490683229813665,0.026915113871635612,0.5394190871369294,1.545310907990136,1.0,0.009497833159728922,1.413284091544961,0.3714132457213739,0.07234279354479688,0.29242817775806906,0.30826233123157265
"frozenset({'acousticness_discretize=low_acousticness', 'duration_ms_descretize=medium_duration', 'liveness_discretize=low_liveness', 'loudness_discretize=high_loudness', 'danceability_discretize=medium_danceability', 'mode_discretize=major', 'instrumentalness_discretize=low_instrumentalness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.04803312629399586,0.3490683229813665,0.026915113871635612,0.560344827586207,1.6052583139035466,1.0,0.0101482710286383,1.4805504810619903,0.3960718707130191,0.0727069351230425,0.3245755461963675,0.3187252014562114
"frozenset({'acousticness_discretize=low_acousticness', 'duration_ms_descretize=medium_duration', 'liveness_discretize=low_liveness', 'loudness_discretize=high_loudness', 'danceability_discretize=medium_danceability', 'mode_discretize=major', 'speechiness_discretize=low_speechiness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.049689440993788817,0.3490683229813665,0.02546583850931677,0.5125000000000001,1.468193950177936,1.0,0.008120828671733343,1.3352444656792484,0.33556512035708586,0.06821963394342762,0.25107347328244284,0.2927268683274022
"frozenset({'acousticness_discretize=low_acousticness', 'duration_ms_descretize=medium_duration', 'liveness_discretize=low_liveness', 'danceability_discretize=medium_danceability', 'mode_discretize=major', 'speechiness_discretize=low_speechiness', 'instrumentalness_discretize=low_instrumentalness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.04720496894409938,0.3490683229813665,0.02505175983436853,0.5307017543859649,1.5203377661234936,1.0,0.00857400048866427,1.387031984675219,0.35920781837576893,0.06748466257668712,0.27903609213874375,0.3012346257101829
"frozenset({'acousticness_discretize=low_acousticness', 'duration_ms_descretize=medium_duration', 'liveness_discretize=low_liveness', 'loudness_discretize=high_loudness', 'danceability_discretize=medium_danceability', 'mode_discretize=major', 'speechiness_discretize=low_speechiness', 'instrumentalness_discretize=low_instrumentalness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.04575569358178054,0.3490683229813665,0.02505175983436853,0.5475113122171945,1.568493260978084,1.0,0.009079896608927121,1.43855900621118,0.37982459758037174,0.06774916013437848,0.30485993575351444,0.30963940462579775
"frozenset({'acousticness_discretize=low_acousticness', 'loudness_discretize=high_loudness', 'danceability_discretize=medium_danceability', 'mode_discretize=major', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.09296066252587992,0.3490683229813665,0.048654244306418216,0.5233853006681514,1.4993778186400777,1.0,0.016204621735272554,1.3657398270157308,0.36719101341867916,0.12368421052631579,0.26779612030126304,0.3313842280327708
"frozenset({'acousticness_discretize=low_acousticness', 'danceability_discretize=medium_danceability', 'mode_discretize=major', 'instrumentalness_discretize=low_instrumentalness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.08840579710144927,0.3490683229813665,0.04824016563146998,0.5456674473067916,1.5632110145265738,1.0,0.017380502295436136,1.4327207530255492,0.3952318892990441,0.12393617021276597,0.30202728069077717,0.3419321815418893
"frozenset({'acousticness_discretize=low_acousticness', 'danceability_discretize=medium_danceability', 'mode_discretize=major', 'speechiness_discretize=low_speechiness', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.0927536231884058,0.3490683229813665,0.0463768115942029,0.5,1.4323843416370106,1.0,0.013999459897380502,1.301863354037267,0.33272478320401644,0.11727748691099475,0.23187022900763357,0.316429418742586
"frozenset({'acousticness_discretize=low_acousticness', 'liveness_discretize=low_liveness', 'danceability_discretize=medium_danceability', 'mode_discretize=major', 'tempo_discretize=fast_tempo'})",frozenset({'popularity_label=high'}),0.07763975155279502,0.3490683229813665,0.039337474120082816,0.5066666666666667,1.4514827995255042,1.0,0.012235896248858714,1.319456102064798,0.33723196881091627,0.10154997327632283,0.24211195928753185,0.3096797153024911
